Hostname,Distro,CVE ID,Compliance ID,Type,Severity,Package Name,Package Version,Package License,CVSS,Vendor status,Description,Cause
localhost,Ubuntu-bionic,CVE-2018-1000613,46,image,medium,"bouncycastle (used in libbcprov-java, libbcpg-java)",1.59-1,,9.80,needed,Legion of the Bouncy Castle Legion of the Bouncy Castle Java Cryptography APIs 1.58 up to but not including 1.60 contains a CWE-470: Use of Externally-Controlled Input to Select Classes or Code (\'Unsafe Reflection\') vulnerability in XMSS/XMSS^MT private key deserialization that can result in Deserializing an XMSS/XMSS^MT private key can result in the execution of unexpected code. This attack appear to be exploitable via A handcrafted private key can include references to unexpected classes which will be picked up from the class path for the executing application. This vulnerability appears to have been fixed in 1.60 and later.,
localhost,Ubuntu-bionic,CVE-2017-14160,46,image,low,"libvorbis (used in libvorbisfile3, libvorbis0a)",1.3.5-4.2,,8.80,needed,The bark_noise_hybridmp function in psy.c in Xiph.Org libvorbis 1.3.5 allows remote attackers to cause a denial of service (out-of-bounds access and application crash) or possibly have unspecified other impact via a crafted mp4 file.,
localhost,Ubuntu-bionic,CVE-2018-10392,46,image,low,"libvorbis (used in libvorbisfile3, libvorbis0a)",1.3.5-4.2,,8.80,needed,"mapping0_forward in mapping0.c in Xiph.Org libvorbis 1.3.6 does not validate the number of channels, which allows remote attackers to cause a denial of service (heap-based buffer overflow or over-read) or possibly have unspecified other impact via a crafted file.",
localhost,Ubuntu-bionic,CVE-2018-10393,46,image,low,"libvorbis (used in libvorbisfile3, libvorbis0a)",1.3.5-4.2,,7.50,needed,bark_noise_hybridmp in psy.c in Xiph.Org libvorbis 1.3.6 has a stack-based buffer over-read.,
localhost,Ubuntu-bionic,CVE-2019-11065,46,image,medium,"gradle (used in libgradle-core-java, libgradle-plugins-java, gradle)",2.10-1,,5.90,needed,Gradle versions from 1.4 to 5.3.1 use an insecure HTTP URL to download dependencies when the built-in JavaScript or CoffeeScript Gradle plugins are used. Dependency artifacts could have been maliciously compromised by a MITM attack against the ajax.googleapis.com web site.,
localhost,Ubuntu-bionic,CVE-2012-2663,46,image,low,"iptables (used in libxtables11, iptables)",1.6.0-2ubuntu3,,7.50,needed,"extensions/libxt_tcp.c in iptables through 1.4.21 does not match TCP SYN+FIN packets in --syn rules, which might allow remote attackers to bypass intended firewall restrictions via crafted packets.  NOTE: the CVE-2012-6638 fix makes this issue less relevant.",
localhost,Ubuntu-bionic,CVE-2018-1002200,46,image,medium,plexus-archiver (used in libplexus-archiver-java),2.2-1+deb9u1build0.16.04.1,,5.50,needed,"plexus-archiver before 3.6.0 is vulnerable to directory traversal, allowing attackers to write to arbitrary files via a ../ (dot dot slash) in an archive entry that is mishandled during extraction. This vulnerability is also known as \'Zip-Slip\'.",
localhost,Ubuntu-bionic,CVE-2015-8985,46,image,low,"glibc (used in libc-bin, libc6-dev, multiarch-support, libc6, libc-dev-bin, locales)",2.27-3ubuntu1,,5.90,needed,The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.,
localhost,Ubuntu-bionic,CVE-2018-19591,46,image,medium,"glibc (used in libc-bin, libc6-dev, multiarch-support, libc6, libc-dev-bin, locales)",2.27-3ubuntu1,,7.50,needed,"In the GNU C Library (aka glibc or libc6) through 2.28, attempting to resolve a crafted hostname via getaddrinfo() leads to the allocation of a socket descriptor that is not closed. This is related to the if_nametoindex() function.",
localhost,Ubuntu-bionic,CVE-2019-7309,46,image,medium,"glibc (used in libc-bin, libc6-dev, multiarch-support, libc6, libc-dev-bin, locales)",2.27-3ubuntu1,,5.50,needed,"In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most significant bit is mishandled.",
localhost,Ubuntu-bionic,CVE-2016-9085,46,image,medium,"libwebp (used in libwebpdemux2, libwebp6, libwebpmux3)",0.6.1-2,,9.80,needed,Multiple integer overflows in libwebp allows attackers to have unspecified impact via unknown vectors.,
localhost,Ubuntu-bionic,CVE-2016-7945,46,image,low,"libxi (used in libxi6, libxi-dev)",2:1.7.9-1,,7.50,needed,Multiple integer overflows in X.org libXi before 1.7.7 allow remote X servers to cause a denial of service (out-of-bounds memory access or infinite loop) via vectors involving length fields.,
localhost,Ubuntu-bionic,CVE-2016-7946,46,image,low,"libxi (used in libxi6, libxi-dev)",2:1.7.9-1,,7.50,needed,X.org libXi before 1.7.7 allows remote X servers to cause a denial of service (infinite loop) via vectors involving length fields.,
localhost,Ubuntu-bionic,CVE-2018-19358,46,image,low,"gnome-keyring (used in libpam-gnome-keyring, gnome-keyring-pkcs11, gnome-keyring)",3.28.0.2-1ubuntu1.18.04.1,,7.80,needed,"GNOME Keyring through 3.28.2 allows local users to retrieve login credentials via a Secret Service API call and the D-Bus interface if the keyring is unlocked, a similar issue to CVE-2008-7320. One perspective is that this occurs because available D-Bus protection mechanisms (involving the busconfig and policy XML elements) are not used.",
localhost,Ubuntu-bionic,CVE-2016-2183,46,image,low,"nss (used in libnss3-nssdb, libnss3)",2:3.28.4-0ubuntu0.16.04.3,,7.50,fixed in 2:3.28.4-0ubuntu1,"The DES and Triple DES ciphers, as used in the TLS, SSH, and IPSec protocols and other protocols and products, have a birthday bound of approximately four billion blocks, which makes it easier for remote attackers to obtain cleartext data via a birthday attack against a long-duration encrypted session, as demonstrated by an HTTPS session using Triple DES in CBC mode, aka a \""Sweet32\"" attack.",
localhost,Ubuntu-bionic,CVE-2017-7805,46,image,medium,"nss (used in libnss3-nssdb, libnss3)",2:3.28.4-0ubuntu0.16.04.3,,7.50,fixed in 2:3.32-1ubuntu3,"During TLS 1.2 exchanges, handshake hashes are generated which point to a message buffer. This saved data is used for later messages but in some cases, the handshake transcript can exceed the space available in the current buffer, causing the allocation of a new buffer. This leaves a pointer pointing to the old, freed buffer, resulting in a use-after-free when handshake hashes are then calculated afterwards. This can result in a potentially exploitable crash. This vulnerability affects Firefox < 56, Firefox ESR < 52.4, and Thunderbird < 52.4.",
localhost,Ubuntu-bionic,CVE-2018-0495,46,image,low,"nss (used in libnss3-nssdb, libnss3)",2:3.28.4-0ubuntu0.16.04.3,,4.70,fixed in 2:3.35-2ubuntu2.1,"Libgcrypt before 1.7.10 and 1.8.x before 1.8.3 allows a memory-cache side-channel attack on ECDSA signatures that can be mitigated through the use of blinding during the signing process in the _gcry_ecc_ecdsa_sign function in cipher/ecc-ecdsa.c, aka the Return Of the Hidden Number Problem or ROHNP. To discover an ECDSA key, the attacker needs access to either the local machine or a different virtual machine on the same physical host.",
localhost,Ubuntu-bionic,CVE-2018-12384,46,image,low,"nss (used in libnss3-nssdb, libnss3)",2:3.28.4-0ubuntu0.16.04.3,,5.90,fixed in 2:3.35-2ubuntu2.1,"When handling a SSLv2-compatible ClientHello request, the server doesn\'t generate a new random value but sends an all-zero value instead. This results in full malleability of the ClientHello for SSLv2 used for TLS 1.2 in all versions prior to NSS 3.39. This does not impact TLS 1.3.",
localhost,Ubuntu-bionic,CVE-2018-12404,46,image,medium,"nss (used in libnss3-nssdb, libnss3)",2:3.28.4-0ubuntu0.16.04.3,,5.90,fixed in 2:3.35-2ubuntu2.1,A cached side channel attack during handshakes using RSA encryption could allow for the decryption of encrypted content. This is a variant of the Adaptive Chosen Ciphertext attack (AKA Bleichenbacher attack) and affects all NSS versions prior to NSS 3.41.,
localhost,Ubuntu-bionic,CVE-2018-18508,46,image,medium,"nss (used in libnss3-nssdb, libnss3)",2:3.28.4-0ubuntu0.16.04.3,,0.00,fixed in 2:3.35-2ubuntu2.2,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2019-1543,46,image,low,"openssl (used in libssl-doc, libssl-dev, libssl1.1, openssl)",1.1.0g-2ubuntu4.3,,7.40,needed,"ChaCha20-Poly1305 is an AEAD cipher, and requires a unique nonce input for every encryption operation. RFC 7539 specifies that the nonce value (IV) should be 96 bits (12 bytes). OpenSSL allows a variable nonce length and front pads the nonce with 0 bytes if it is less than 12 bytes. However it also incorrectly allows a nonce to be set of up to 16 bytes. In this case only the last 12 bytes are significant and any additional leading bytes are ignored. It is a requirement of using this cipher that nonce values are unique. Messages encrypted using a reused nonce value are susceptible to serious confidentiality and integrity attacks. If an application changes the default nonce length to be longer than 12 bytes and then makes a change to the leading bytes of the nonce expecting the new value to be a new unique nonce then such an application could inadvertently encrypt messages with a reused nonce. Additionally the ignored bytes in a long nonce are not covered by the integrity guarantee of this cipher. Any application that relies on the integrity of these ignored leading bytes of a long nonce may be further affected. Any OpenSSL internal use of this cipher, including in SSL/TLS, is safe because no such use sets such a long nonce value. However user applications that use this cipher directly and set a non-default nonce length to be longer than 12 bytes may be vulnerable. OpenSSL versio",
localhost,Ubuntu-bionic,CVE-2013-4235,46,image,low,"shadow (used in uidmap, login, passwd)",1:4.5-1ubuntu2,,0.00,needed,TOCTOU race conditions by copying and removing directory trees,
localhost,Ubuntu-bionic,CVE-2018-7169,46,image,low,"shadow (used in uidmap, login, passwd)",1:4.5-1ubuntu2,,5.30,needed,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used \""group blacklisting\"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",
localhost,Ubuntu-bionic,CVE-2018-1000632,46,image,low,dom4j (used in libdom4j-java),2.1.0-2,,7.50,needed,"dom4j version prior to version 2.1.1 contains a CWE-91: XML Injection vulnerability in Class: Element. Methods: addElement, addAttribute that can result in an attacker tampering with XML documents through XML injection. This attack appear to be exploitable via an attacker specifying attributes or elements in the XML document. This vulnerability appears to have been fixed in 2.1.1 or later.",
localhost,Ubuntu-bionic,CVE-2016-7952,46,image,low,libxtst (used in libxtst6),2:1.2.3-1,,7.50,needed,"X.org libXtst before 1.2.3 allows remote X servers to cause a denial of service (infinite loop) via a reply in the (1) XRecordStartOfData, (2) XRecordEndOfData, or (3) XRecordClientDied category without a client sequence and with attached data.",
localhost,Ubuntu-bionic,CVE-2018-11784,46,image,medium,tomcat8 (used in libservlet3.1-java),8.5.30-1ubuntu1.4,,4.30,fixed in 8.5.39-1ubuntu1~18.04.1,"When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to \'/foo/\' when the user requested \'/foo\') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",
localhost,Ubuntu-bionic,CVE-2018-1336,46,image,medium,tomcat8 (used in libservlet3.1-java),8.5.30-1ubuntu1.4,,7.50,fixed in 8.5.39-1ubuntu1~18.04.1,"An improper handing of overflow in the UTF-8 decoder with supplementary characters can lead to an infinite loop in the decoder causing a Denial of Service. Versions Affected: Apache Tomcat 9.0.0.M9 to 9.0.7, 8.5.0 to 8.5.30, 8.0.0.RC1 to 8.0.51, and 7.0.28 to 7.0.86.",
localhost,Ubuntu-bionic,CVE-2018-8034,46,image,low,tomcat8 (used in libservlet3.1-java),8.5.30-1ubuntu1.4,,7.50,fixed in 8.5.39-1ubuntu1~18.04.1,"The host name verification when using TLS with the WebSocket client was missing. It is now enabled by default. Versions Affected: Apache Tomcat 9.0.0.M1 to 9.0.9, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, and 7.0.35 to 7.0.88.",
localhost,Ubuntu-bionic,CVE-2018-8037,46,image,medium,tomcat8 (used in libservlet3.1-java),8.5.30-1ubuntu1.4,,5.90,fixed in 8.5.39-1ubuntu1~18.04.1,"If an async request was completed by the application at the same time as the container triggered the async timeout, a race condition existed that could result in a user seeing a response intended for a different user. An additional issue was present in the NIO and NIO2 connectors that did not correctly track the closure of the connection when an async request was completed by the application and timed out by the container at the same time. This could also result in a user seeing a response intended for another user. Versions Affected: Apache Tomcat 9.0.0.M9 to 9.0.9 and 8.5.5 to 8.5.31.",
localhost,Ubuntu-bionic,CVE-2019-0199,46,image,medium,tomcat8 (used in libservlet3.1-java),8.5.30-1ubuntu1.4,,7.50,fixed in 8.5.39-1ubuntu1~18.04.1,"The HTTP/2 implementation in Apache Tomcat 9.0.0.M1 to 9.0.14 and 8.5.0 to 8.5.37 accepted streams with excessive numbers of SETTINGS frames and also permitted clients to keep streams open without reading/writing request/response data. By keeping streams open for requests that utilised the Servlet API\'s blocking I/O, clients were able to cause server-side threads to block eventually leading to thread exhaustion and a DoS.",
localhost,Ubuntu-bionic,CVE-2019-3843,46,image,low,"systemd (used in libsystemd0, libpam-systemd, udev, libudev1, systemd)",237-3ubuntu10.21,,7.80,needed,"It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the UID/GID will be recycled.",
localhost,Ubuntu-bionic,CVE-2019-3844,46,image,low,"systemd (used in libsystemd0, libpam-systemd, udev, libudev1, systemd)",237-3ubuntu10.21,,7.80,needed,"It was discovered that a systemd service that uses DynamicUser property can get new privileges through the execution of SUID binaries, which would allow to create binaries owned by the service transient group with the setgid bit set. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the GID will be recycled.",
localhost,Ubuntu-bionic,CVE-2018-20839,46,image,medium,"systemd (used in libsystemd0, libpam-systemd, udev, libudev1, systemd)",237-3ubuntu10.21,,9.80,needed,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled.",
localhost,Ubuntu-bionic,CVE-2017-2625,46,image,low,"libxdmcp (used in libxdmcp-dev, libxdmcp6)",1:1.1.2-3,,5.50,needed,"It was discovered that libXdmcp before 1.1.2 including used weak entropy to generate session keys. On a multi-user system using xdmcp, a local attacker could potentially use information available from the process list to brute force the key, allowing them to hijack other users\' sessions.",
localhost,Ubuntu-bionic,CVE-2017-17973,46,image,medium,tiff (used in libtiff5),4.0.9-5ubuntu0.2,,8.80,deferred,"** DISPUTED ** In LibTIFF 4.0.8, there is a heap-based use-after-free in the t2p_writeproc function in tiff2pdf.c. NOTE: there is a third-party report of inability to reproduce this issue.",
localhost,Ubuntu-bionic,CVE-2018-10126,46,image,low,tiff (used in libtiff5),4.0.9-5ubuntu0.2,,6.50,deferred,LibTIFF 4.0.9 has a NULL pointer dereference in the jpeg_fdct_16x16 function in jfdctint.c.,
localhost,Ubuntu-bionic,CVE-2018-20060,46,image,low,"python-urllib3 (used in python3-urllib3, python-urllib3)",1.22-1,,9.80,needed,"urllib3 before version 1.23 does not remove the Authorization HTTP header when following a cross-origin redirect (i.e., a redirect that differs in host, port, or scheme). This can allow for credentials in the Authorization header to be exposed to unintended hosts or transmitted in cleartext.",
localhost,Ubuntu-bionic,CVE-2019-11236,46,image,medium,"python-urllib3 (used in python3-urllib3, python-urllib3)",1.22-1,,6.10,needed,"In the urllib3 library through 1.24.1 for Python, CRLF injection is possible if the attacker controls the request parameter.",
localhost,Ubuntu-bionic,CVE-2019-9740,46,image,medium,"python-urllib3 (used in python3-urllib3, python-urllib3)",1.22-1,,6.10,deferred,"An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.2. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \\r\\n followed by an HTTP header or a Redis command.",
localhost,Ubuntu-bionic,CVE-2019-9947,46,image,medium,"python-urllib3 (used in python3-urllib3, python-urllib3)",1.22-1,,6.10,deferred,"An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.2. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \\r\\n (specifically in the query string or PATH_INFO) followed by an HTTP header or a Redis command. This is similar to CVE-2019-9740.",
localhost,Ubuntu-bionic,CVE-2019-11324,46,image,medium,"python-urllib3 (used in python3-urllib3, python-urllib3)",1.22-1,,7.50,needed,"The urllib3 library before 1.24.2 for Python mishandles certain cases where the desired set of CA certificates is different from the OS store of CA certificates, which results in SSL connections succeeding in situations where a verification failure is the correct outcome. This is related to use of the ssl_context, ca_certs, or ca_certs_dir argument.",
